eventCode,teamNumber,name,year
MIWAT,6117,Team Spirit Award sponsored by FCA Foundation,2017
WASPO,6129,Creativity Award sponsored by Xerox,2017
TXWA,6133,Regional Finalists,2017
TXDA,6133,Regional Finalists,2017
TXDA,6133,Wildcard,2017
ONWAT,6135,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
ONTO1,6140,Judges' Award,2017
ONLON,6140,Judges' Award,2017
ONTO2,6141,District Event Winner,2017
TXLU,6144,FIRST Dean's List Finalist Award,2017
TXLU,6144,Team Spirit Award sponsored by FCA Foundation,2017
MITRY,6152,Team Spirit Award sponsored by FCA Foundation,2017
ISCMP,6168,Judges' Award,2017
MXTO,6170,Innovation in Control Award sponsored by Rockwell Automation,2017
TXWA,6171,Innovation in Control Award sponsored by Rockwell Automation,2017
GACOL,6177,District Event Finalist,2017
AUSC,6191,Regional Finalists,2017
AUSC,6191,Wildcard,2017
MIMID,6193,Creativity Award sponsored by Xerox,2017
MABOS,6201,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
MABRI,6201,Creativity Award sponsored by Xerox,2017
DARWIN,6201,Creativity Award sponsored by Xerox,2017
NCGRE,6214,Judges' Award,2017
NCRAL,6214,Judges' Award,2017
FLWP,6225,Regional Winners,2017
PAWCH,6226,District Event Finalist,2017
ISDE1,6230,Judges' Award,2017
FLOR,6232,Team Spirit Award sponsored by FCA Foundation,2017
VAGLE,6236,Team Spirit Award sponsored by FCA Foundation,2017
VABLA,6236,Imagery Award in honor of Jack Kamen,2017
TXWA,6237,Quality Award sponsored by Motorola Solutions Foundation,2017
MDEDG,6239,District Event Finalist,2017
MDEDG,6239,Safety Award sponsored by Underwriters Laboratories,2017
MDEDG,6239,Team Spirit Award sponsored by FCA Foundation,2017
NYSU,6300,Highest Rookie Seed,2017
NYTR,6300,Highest Rookie Seed,2017
NYSU,6300,Rookie Inspiration Award sponsored by National Instruments,2017
NYTR,6300,Rookie Inspiration Award sponsored by National Instruments,2017
GUSH,6304,Regional Finalists,2017
GUSH,6304,Rookie All Star Award,2017
CAMA,6305,Rookie All Star Award,2017
CADA,6305,Rookie Inspiration Award sponsored by National Instruments,2017
CARVER,6314,Championship Subdivision Winner,2017
AZPX,6314,Regional Finalists,2017
AZPX,6314,Highest Rookie Seed,2017
AZFL,6314,Rookie All Star Award,2017
AZPX,6314,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
AZPX,6314,Volunteer of the Year,2017
IACF,6317,Rookie All Star Award,2017
ARCHIMEDES,6317,Rookie All Star Award,2017
MNDU,6318,Rookie All Star Award,2017
TXSA,6321,Rookie All Star Award,2017
ONOSH,6323,District Event Finalist,2017
NECMP,6324,District Championship Rookie All Star Award,2017
MAREA,6324,Rookie All Star Award,2017
GACOL,6325,Highest Rookie Seed,2017
GACMP,6325,District Championship Rookie All Star Award,2017
GAGAI,6325,Rookie All Star Award,2017
GACOL,6325,Rookie Inspiration Award sponsored by National Instruments,2017
VABLA,6326,Highest Rookie Seed,2017
MDEDG,6326,Highest Rookie Seed,2017
MDEDG,6326,Rookie All Star Award,2017
CHCMP,6326,Rookie Inspiration Award sponsored by National Instruments,2017
VABLA,6326,Rookie Inspiration Award sponsored by National Instruments,2017
NJTAB,6327,Highest Rookie Seed,2017
NJSKI,6327,Highest Rookie Seed,2017
NJSKI,6327,Rookie All Star Award,2017
NJTAB,6327,Rookie Inspiration Award sponsored by National Instruments,2017
NHBED,6328,District Event Winner,2017
NHGRS,6328,Highest Rookie Seed,2017
NECMP,6328,District Championship Rookie All Star Award,2017
NHGRS,6328,Rookie All Star Award,2017
NHBED,6328,Rookie Inspiration Award sponsored by National Instruments,2017
NECMP,6329,Highest Rookie Seed,2017
MAWOR,6329,Highest Rookie Seed,2017
MELEW,6329,Rookie Inspiration Award sponsored by National Instruments,2017
ONWIN,6331,District Event Finalist,2017
DARWIN,6331,Championship Division Highest Rookie Seed,2017
ONWIN,6331,Judges' Award,2017
ONCMP,6331,District Championship Rookie All Star Award,2017
DARWIN,6331,Rookie All Star Award,2017
ONWAT,6331,Rookie All Star Award,2017
NCRAL,6332,Highest Rookie Seed,2017
NCCMP,6332,Rookie Inspiration Award sponsored by National Instruments,2017
NCGRE,6332,Rookie Inspiration Award sponsored by National Instruments,2017
MABRI,6333,Rookie All Star Award,2017
CHCMP,6334,District Championship Winner,2017
ARCHIMEDES,6334,Championship Subdivision Finalist,2017
NCASH,6334,District Event Finalist,2017
CHCMP,6334,Highest Rookie Seed,2017
VAGLE,6334,Highest Rookie Seed,2017
NCASH,6334,Highest Rookie Seed,2017
VAHAY,6334,Highest Rookie Seed,2017
CHCMP,6334,District Championship Rookie All Star Award,2017
VAHAY,6334,Rookie All Star Award,2017
VAGLE,6334,Rookie Inspiration Award sponsored by National Instruments,2017
NCASH,6334,Innovation in Control Award sponsored by Rockwell Automation,2017
ONNOB,6336,District Event Finalist,2017
ONNOB,6336,Highest Rookie Seed,2017
ONBAR,6336,Rookie All Star Award,2017
ONNOB,6336,Rookie Inspiration Award sponsored by National Instruments,2017
MELEW,6337,Highest Rookie Seed,2017
MELEW,6337,Rookie All Star Award,2017
NECMP,6337,Rookie Inspiration Award sponsored by National Instruments,2017
MITRY,6338,Highest Rookie Seed,2017
MIMAR,6338,Rookie Inspiration Award sponsored by National Instruments,2017
ONOSH,6339,Judges' Award,2017
GACOL,6340,District Event Winner,2017
GADAL,6340,District Event Finalist,2017
GACMP,6340,Highest Rookie Seed,2017
HOPPER,6340,Championship Division Highest Rookie Seed,2017
GADAL,6340,Rookie All Star Award,2017
GACMP,6340,Rookie Inspiration Award sponsored by National Instruments,2017
GADAL,6341,Judges' Award,2017
GAGAI,6341,Rookie Inspiration Award sponsored by National Instruments,2017
ONWAT,6342,Rookie Inspiration Award sponsored by National Instruments,2017
ORLAK,6343,Highest Rookie Seed,2017
ORLAK,6343,Rookie Inspiration Award sponsored by National Instruments,2017
MICMP4,6344,Highest Rookie Seed,2017
MIWAT,6344,Highest Rookie Seed,2017
MIMAR,6344,Highest Rookie Seed,2017
ARCHIMEDES,6344,Championship Division Highest Rookie Seed,2017
MICMP,6344,District Championship Rookie All Star Award,2017
MIMAR,6344,Rookie All Star Award,2017
MICMP4,6344,Rookie Inspiration Award sponsored by National Instruments,2017
MIWAT,6344,Rookie Inspiration Award sponsored by National Instruments,2017
CTWAT,6346,Highest Rookie Seed,2017
CTWAT,6346,Rookie Inspiration Award sponsored by National Instruments,2017
ONLON,6347,Excellence in Engineering Award sponsored by Delphi,2017
ONWAT,6347,Creativity Award sponsored by Xerox,2017
MXTL,6348,Rookie All Star Award,2017
CARVER,6348,Rookie All Star Award,2017
GACOL,6349,Rookie All Star Award,2017
GAALB,6349,Rookie Inspiration Award sponsored by National Instruments,2017
WAAMV,6350,Highest Rookie Seed,2017
WAAHS,6350,Highest Rookie Seed,2017
WAAMV,6350,Rookie All Star Award,2017
AZPX,6352,Judges' Award,2017
OHCL,6355,Rookie Inspiration Award sponsored by National Instruments,2017
GUSH,6356,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017
TXWA,6357,Regional Winners,2017
TXDA,6357,Rookie All Star Award,2017
GALILEO,6357,Rookie Inspiration Award sponsored by National Instruments,2017
IDBO,6358,Woodie Flowers Finalist Award,2017
IDBO,6358,Rookie Inspiration Award sponsored by National Instruments,2017
IACF,6359,Highest Rookie Seed,2017
IACF,6359,Rookie Inspiration Award sponsored by National Instruments,2017
GUSH,6361,Regional Winners,2017
ABCA,6364,Imagery Award in honor of Jack Kamen,2017
SCMB,6366,Regional Winners,2017
SCMB,6366,Highest Rookie Seed,2017
SCMB,6366,Rookie All Star Award,2017
HOPPER,6366,Imagery Award in honor of Jack Kamen,2017
MAWOR,6367,Rookie All Star Award,2017
TXWA,6369,Highest Rookie Seed,2017
TXWA,6369,Rookie All Star Award,2017
TXHO,6377,Rookie All Star Award,2017
TXSA,6377,Rookie Inspiration Award sponsored by National Instruments,2017
ONTO1,6378,District Event Finalist,2017
ONLON,6378,District Event Finalist,2017
ONTO1,6378,Highest Rookie Seed,2017
ONLON,6378,Highest Rookie Seed,2017
ONLON,6378,Rookie All Star Award,2017
ONCMP,6378,Rookie Inspiration Award sponsored by National Instruments,2017
ONTO1,6378,Rookie Inspiration Award sponsored by National Instruments,2017
WIMI,6381,Highest Rookie Seed,2017
WIMI,6381,Rookie All Star Award,2017
OHSP,6384,Highest Rookie Seed,2017
OHSP,6384,Rookie All Star Award,2017
TURING,6384,Rookie All Star Award,2017
DARWIN,6387,Championship Subdivision Finalist,2017
ONTO2,6387,Highest Rookie Seed,2017
ONCMP,6387,Highest Rookie Seed,2017
ONTO2,6387,Rookie All Star Award,2017
ONHAM,6387,Rookie Inspiration Award sponsored by National Instruments,2017
FLWP,6388,Regional Winners,2017
FLWP,6388,Highest Rookie Seed,2017
ABCA,6390,Rookie All Star Award,2017
MOSL,6391,Rookie All Star Award,2017
GUSH,6393,Rookie Inspiration Award sponsored by National Instruments,2017
ALHU,6396,Highest Rookie Seed,2017
ALHU,6396,Rookie All Star Award,2017
CAVE,6398,Rookie Inspiration Award sponsored by National Instruments,2017
GUSH,6399,Highest Rookie Seed,2017
GUSH,6399,Team Spirit Award sponsored by FCA Foundation,2017
NYSU,6401,Rookie All Star Award,2017
NYNY,6402,Rookie Inspiration Award sponsored by National Instruments,2017
FLWP,6404,Regional Finalists,2017
FLWP,6404,Rookie All Star Award,2017
MXTO,6407,Rookie Inspiration Award sponsored by National Instruments,2017
FLOR,6409,FIRST Dean's List Finalist Award,2017
ROEBLING,6409,Rookie All Star Award,2017
FLOR,6409,Rookie All Star Award,2017
UTWV,6411,Regional Winners,2017
UTWV,6411,Rookie All Star Award,2017
AZPX,6413,Rookie All Star Award,2017
PACA,6414,Rookie All Star Award,2017
NYNY,6415,Highest Rookie Seed,2017
NYNY,6415,Team Spirit Award sponsored by FCA Foundation,2017
CAIR,6417,Regional Winners,2017
CASJ,6418,Highest Rookie Seed,2017
CASJ,6418,Rookie All Star Award,2017
CASF,6418,Rookie Inspiration Award sponsored by National Instruments,2017
MOKC,6419,Rookie All Star Award,2017
WILA,6419,Rookie Inspiration Award sponsored by National Instruments,2017
TESLA,6419,Rookie Inspiration Award sponsored by National Instruments,2017
WILA,6420,Highest Rookie Seed,2017
WILA,6420,Rookie All Star Award,2017
CARSON,6420,Rookie All Star Award,2017
WIMI,6421,Rookie Inspiration Award sponsored by National Instruments,2017
NYLI,6422,Rookie Inspiration Award sponsored by National Instruments,2017
NYLI,6423,Highest Rookie Seed,2017
MNMI,6424,Rookie All Star Award,2017
MICEN,6425,District Event Finalist,2017
MICEN,6425,Rookie All Star Award,2017
CASF,6429,Highest Rookie Seed,2017
CASF,6429,Rookie All Star Award,2017
HOPPER,6429,Rookie Inspiration Award sponsored by National Instruments,2017
TXLU,6430,Highest Rookie Seed,2017
TXLU,6430,Rookie All Star Award,2017
NYNY,6431,Rookie All Star Award,2017
AUSP,6432,Team Spirit Award sponsored by FCA Foundation,2017
AUSP,6434,Regional Finalists,2017
AUSP,6434,Wildcard,2017
NVLV,6436,Rookie Inspiration Award sponsored by National Instruments,2017
HIHO,6439,Highest Rookie Seed,2017
HIHO,6439,Rookie Inspiration Award sponsored by National Instruments,2017
GUSH,6441,Regional Finalists,2017
WAELL,6442,Highest Rookie Seed,2017
PNCMP,6442,District Championship Rookie All Star Award,2017
WAELL,6442,Rookie All Star Award,2017
PNCMP,6443,District Championship Rookie All Star Award,2017
ORWIL,6443,Rookie All Star Award,2017
MXTO,6444,Team Spirit Award sponsored by FCA Foundation,2017
ORORE,6445,District Event Winner,2017
ORORE,6445,Highest Rookie Seed,2017
ORWIL,6445,Highest Rookie Seed,2017
PNCMP,6445,Highest Rookie Seed,2017
ORORE,6445,Rookie All Star Award,2017
INCMP,6451,FIRST Dean's List Finalist Award,2017
INWLA,6451,Highest Rookie Seed,2017
INCMP,6451,District Championship Rookie All Star Award,2017
INWLA,6451,Rookie All Star Award,2017
ARCHIMEDES,6451,Rookie Inspiration Award sponsored by National Instruments,2017
MNDU,6453,Rookie Inspiration Award sponsored by National Instruments,2017
NYTR,6459,Rookie All Star Award,2017
OHCL,6460,Highest Rookie Seed,2017
OHCL,6460,Rookie All Star Award,2017
DARWIN,6460,Rookie Inspiration Award sponsored by National Instruments,2017
ONLON,6461,District Event Winner,2017
ONWAT,6461,Highest Rookie Seed,2017
ONWAT,6461,Judges' Award,2017
ONLON,6461,Rookie Inspiration Award sponsored by National Instruments,2017
OKOK,6462,Rookie Inspiration Award sponsored by National Instruments,2017
OKOK,6464,Highest Rookie Seed,2017
OKOK,6464,Rookie All Star Award,2017
GAALB,6471,Highest Rookie Seed,2017
GAALB,6471,Rookie All Star Award,2017
FLOR,6473,Rookie Inspiration Award sponsored by National Instruments,2017
CADA,6474,Rookie All Star Award,2017
AUSP,6476,Judges' Award,2017
ONWAT,6481,District Event Winner,2017
ONHAM,6481,Highest Rookie Seed,2017
ONHAM,6481,Rookie All Star Award,2017
ABCA,6485,Judges' Award,2017
TXHO,6488,Gracious Professionalism Award sponsored by Johnson & Johnson,2017
LAKE,6489,Highest Rookie Seed,2017
NYRO,6490,Highest Rookie Seed,2017
NYRO,6490,Rookie All Star Award,2017
ALHU,6491,Rookie Inspiration Award sponsored by National Instruments,2017
MISHE,6493,Rookie All Star Award,2017
MIMID,6493,Rookie Inspiration Award sponsored by National Instruments,2017
INCMP,6498,Highest Rookie Seed,2017
INPMH,6498,Rookie All Star Award,2017
INCMP,6498,Rookie Inspiration Award sponsored by National Instruments,2017
INWLA,6498,Rookie Inspiration Award sponsored by National Instruments,2017
CALB,6499,Rookie Inspiration Award sponsored by National Instruments,2017
NCRAL,6500,Rookie All Star Award,2017
NCCMP,6502,Highest Rookie Seed,2017
CARVER,6502,Judges' Award,2017
NCCMP,6502,District Championship Rookie All Star Award,2017
NCWIN,6502,Rookie All Star Award,2017
WASNO,6503,Highest Rookie Seed,2017
WASNO,6503,Rookie All Star Award,2017
WAAMV,6503,Rookie Inspiration Award sponsored by National Instruments,2017
PNCMP,6503,Rookie Inspiration Award sponsored by National Instruments,2017
MDBET,6504,Rookie Inspiration Award sponsored by National Instruments,2017
MDEDG,6504,Rookie Inspiration Award sponsored by National Instruments,2017
MDOWI,6505,Rookie Inspiration Award sponsored by National Instruments,2017
AUSP,6508,Rookie All Star Award,2017
AUSP,6510,Rookie Inspiration Award sponsored by National Instruments,2017
ONBAR,6513,Highest Rookie Seed,2017
ONOSH,6513,Highest Rookie Seed,2017
ONBAR,6513,Rookie Inspiration Award sponsored by National Instruments,2017
TNKN,6517,Highest Rookie Seed,2017
TNKN,6517,Rookie All Star Award,2017
NVLV,6519,Highest Rookie Seed,2017
NVLV,6519,Rookie All Star Award,2017
AUSC,6520,Rookie Inspiration Award sponsored by National Instruments,2017
AUSC,6523,Regional Winners,2017
MIBRO,6528,Rookie Inspiration Award sponsored by National Instruments,2017
MABOS,6529,District Event Finalist,2017
MABRI,6529,Highest Rookie Seed,2017
AZFL,6530,Regional Finalists,2017
AZFL,6530,Wildcard,2017
AZFL,6530,Highest Rookie Seed,2017
AZFL,6530,Rookie Inspiration Award sponsored by National Instruments,2017
MIKEN,6531,Rookie All Star Award,2017
MITRY,6532,Rookie Inspiration Award sponsored by National Instruments,2017
MITVC,6533,Rookie All Star Award,2017
MIGAY,6533,Rookie Inspiration Award sponsored by National Instruments,2017
ONWIN,6537,Rookie All Star Award,2017
MIANN,6538,Highest Rookie Seed,2017
TESLA,6538,Championship Division Highest Rookie Seed,2017
MIANN,6538,Rookie All Star Award,2017
MOKC,6542,Highest Rookie Seed,2017
MDBET,6543,Highest Rookie Seed,2017
MDBET,6543,Rookie All Star Award,2017
ONWIN,6544,Industrial Design Award sponsored by General Motors,2017
ONWIN,6544,Highest Rookie Seed,2017
ONOSH,6544,Rookie All Star Award,2017
ONWIN,6544,Rookie Inspiration Award sponsored by National Instruments,2017
MIMID,6545,Rookie All Star Award,2017
IDBO,6546,Highest Rookie Seed,2017
NEWTON,6546,Championship Division Highest Rookie Seed,2017
IDBO,6546,Rookie All Star Award,2017
UTWV,6546,Rookie Inspiration Award sponsored by National Instruments,2017
TXWO,6547,Regional Winners,2017
TXWO,6547,Rookie Inspiration Award sponsored by National Instruments,2017
MIKET,6548,Highest Rookie Seed,2017
MICMP1,6548,Highest Rookie Seed,2017
MIKET,6548,Rookie All Star Award,2017
MILAN,6548,Rookie Inspiration Award sponsored by National Instruments,2017
DALY,6548,Creativity Award sponsored by Xerox,2017
MISHE,6550,Highest Rookie Seed,2017
TURING,6554,Championship Subdivision Finalist,2017
CAIR,6554,Highest Rookie Seed,2017
CAIR,6554,Rookie All Star Award,2017
TURING,6554,Creativity Award sponsored by Xerox,2017
MILSU,6558,Highest Rookie Seed,2017
MIESC,6558,Rookie All Star Award,2017
MILSU,6558,Rookie Inspiration Award sponsored by National Instruments,2017
CAVE,6560,Highest Rookie Seed,2017
CAVE,6560,Rookie All Star Award,2017
